title,duration,description,views,author,videoId,uploadDate,comments,stars,numRatings,age,dateFeaturedEpoch,dateFeatured,timestampFeatured,categories/0,selectedBy,selectedByLink
Unicorn Rap,66,How do you make a rap truly hardcore?  You guessed it:  Unicorns.Check out our channel for other raps and much more.,429174,RhettandLink,VflOBMTZiQw,,,3.5,,,1178539712000,"Mon, 07 May 2007 12:08:32 GMT",20070507120832,Comedy,,
glass illusion,83,how is it possible?original link: http://www.youtube.com/watch?v=xusq5L0DAQ4more illusion on http://gigistudio.over-blog.com/article-2015372-6.html,1694,gigistudio,85b1eI8UsDU,,,3.5,,,1178539712000,"Mon, 07 May 2007 12:08:32 GMT",20070507120832,Howto & DIY,,
Pour Quoi,211,Parkour? Silly free running parody about the new form of extreme sport - Pour Quoi. www.thesuggestibles.com www.myspace.com/suggestibles,462597,thesuggestibles,DlacXUJP4mw,,,3.5,,,1178539712000,"Mon, 07 May 2007 12:08:32 GMT",20070507120832,Comedy,,
A Cricket in the Court of Akbar - Trailer,120,"American student of Indian Classical music, Andrew Mendelson, competes in the largest music competition in Rajasthan, India. Sitar in hand, he attempts to navigate the complex rules of this ancient tradition only to find that his western culture clash might be insurmountable. Will he find acceptance before facing India's newest generation of master musicians?This is a documentary feature film.For more information go to:http://ragamalaproductions.comhttp://myspace.com/ragamala",255515,ragamalaproductions,L8QuZfT5yIE,,,4.5,,,1178539712000,"Mon, 07 May 2007 12:08:32 GMT",20070507120832,Music,,
Text-Your-Own Adventures of Spider-Man,229,"It's free to do the texting (standard text rates from your cell phone carrier)! Here's what it's about:Spiderman must save the city from the Golden Girls and you get to decide his fate through text message! When the video stops, you get to decide how you'd like it to end:-to see Spiderman win, text ""wins"" to 66937-to see him lose, text ""loses"" to 66937-to see him become evil, text ""evil"" to 66937-to see a random ending, text ""random"" to 66937Enjoy texting your own adventure!",1495,latenightplayers,0_nOVtjTFiA,,,3.5,,,1178539712000,"Mon, 07 May 2007 12:08:32 GMT",20070507120832,Comedy,,
The Consumatron Minute - 04/04/07 - Mobile,59,http://www.consumatron.netThanks to YouTube for the feature!Thanks to all for the positive comments.Thanks to the negative commenters for wasting your time by commenting on my video.  It keeps you off the streets and that's a good thing.Today's theme song was sent in by Snooge(http://www.myspace.com/shimodaairforce)!Where's yours? (http://consumatron.com/forum/viewtopic.php?f=3&t;=4)Queue rage? (http://www.visaeurope.com/pressandmedia/newsreleases/press2 60_pressreleases.jsp),141542,consumatron,VLcW3oYDYKw,,,3.5,,,1178539712000,"Mon, 07 May 2007 12:08:32 GMT",20070507120832,People & Blogs,,
Curious Probe,277,A hard-hitting investigative news program that goes where others fear to probe. This episode of CURIOUS PROBE: we go deep inside GANGS.Please subscribe and for more vids check out:http://www.thegeniuses.tvThanks YouTube for the Feature!,310662,thegeniuses,Iu0UIChBcfk,,,4.5,,,1178539712000,"Mon, 07 May 2007 12:08:32 GMT",20070507120832,Comedy,,
Code Monkey,199,Jonathan Coulton's song paired with a fun take on a group project.,460838,stolee,aqTaqVi9J8k,,,4.5,,,1178539712000,"Mon, 07 May 2007 12:08:32 GMT",20070507120832,Comedy,,
"MacGyver theme song, solo acoustic guitar",73,"This is my solo-guitar arrangement of the ""MacGyver"" TV show theme song.Check out my other videos for other guitar performances. More are coming soon. Thanks for watching.",1056,adrianholovaty,Z1CZ7yCgkOM,,,4.5,,,1178539712000,"Mon, 07 May 2007 12:08:32 GMT",20070507120832,Music,,
"Off The Wall Episode 1: ""Lady Troubles""",370,Wallby bets Nick that he can get a girlfriend by the end of the day. Hilarity ensues!,105939,TheAlexmeister,cv1o_9S2iDk,,,4.5,,,1178626083000,"Tue, 08 May 2007 12:08:03 GMT",20070508120803,Film & Animation,,
Baby Bunny Grooming,31,My baby bunny Bailey grooms herself before making a grand exit (is it a bird? a plane? no! its Suuuper bunny). Sorry its so long! Haven't worked out how to do edity stuff yet. ***Bailey Pictures http://www.flickr.com/photos/84712541@N00/?saved=1 ***,281890,wirramirra,oXefposX_r4,,,4.5,,,1178626083000,"Tue, 08 May 2007 12:08:03 GMT",20070508120803,Pets & Animals,,
Mario: Game Over,322,"From POYKPAC:The post-Mushroom Kingdom adventures of everyone's favorite Brooklynite plumber.See POYKPAC in Brooklyn on Wednesday, May 9th.http://www.myspace.com/poykpac_comedy(If you like it, subscribe. You'll be the first to know when we post new videos)STARRING:Mario - David PowellPeach - Jenn LyonLuigi - Taige JensenCop - Ryan HunterVictims - Dusty Bricker, Michael Saab, Taige JensenScaredycat - Jonny GilletteMusic by Luke Roberts (luke444@gmail.com)",1533,P0YKPAC,JpBGRA6HHtY,,,4.5,,,1178626083000,"Tue, 08 May 2007 12:08:03 GMT",20070508120803,Comedy,,
"Hi, I'm a Marvel...and I'm a DC. (Mac PC Parody) #1",97,Spider-Man (Marvel) and Superman (DC) discuss the state of their respective film divisions in this take on the Mac/PC ads.Let me know what you think!,1371,ItsJustSomeRandomGuy,av6fWfmugds,,,4.5,,,1178626083000,"Tue, 08 May 2007 12:08:03 GMT",20070508120803,Comedy,,
Domino PCs: The Real Thing: 86 PCs in a row! The Original,29,"The best thing to come from the Dot Com crash... Domino PCs! 86 PCs lined up like dominos. Filmed on a saturday afternnon in Belmont, California, by an Irish bloke and a Spanish guy. The final attempt.... Everything goes well but the heavy machines near the end almost put a halt to the whole thing... thankfully there was enough weight behind the toppled machines to slowly topple the heavy ones!Most of these PCs were then Given to charity or recycled as part of an overall hardware deal.",1307,eharbison,5_tXcRYOYZ0,,,4.5,,,1178626083000,"Tue, 08 May 2007 12:08:03 GMT",20070508120803,Comedy,,
Unicorn Rap,66,How do you make a rap truly hardcore?  You guessed it:  Unicorns.Check out our channel for other raps and much more.,494718,RhettandLink,VflOBMTZiQw,,,3.5,,,1178626083000,"Tue, 08 May 2007 12:08:03 GMT",20070508120803,Comedy,,
glass illusion,83,how is it possible?original link: http://www.youtube.com/watch?v=xusq5L0DAQ4more illusion on http://gigistudio.over-blog.com/article-2015372-6.html,1931,gigistudio,85b1eI8UsDU,,,3.5,,,1178626083000,"Tue, 08 May 2007 12:08:03 GMT",20070508120803,Howto & DIY,,
Pour Quoi,211,Parkour? Silly free running parody about the new form of extreme sport - Pour Quoi. With Ian and Chris of the Suggestibles. Directed by Bev and shot by Carl. www.thesuggestibles.com www.myspace.com/suggestibles,518131,thesuggestibles,DlacXUJP4mw,,,3.5,,,1178626083000,"Tue, 08 May 2007 12:08:03 GMT",20070508120803,Comedy,,
A Cricket in the Court of Akbar - Trailer,120,"American student of Indian Classical music, Andrew Mendelson, competes in the largest music competition in Rajasthan, India. Sitar in hand, he attempts to navigate the complex rules of this ancient tradition only to find that his western culture clash might be insurmountable. Will he find acceptance before facing India's newest generation of master musicians?This is a documentary feature film.For more information go to:http://ragamalaproductions.comhttp://myspace.com/ragamala",276726,ragamalaproductions,L8QuZfT5yIE,,,4.5,,,1178626083000,"Tue, 08 May 2007 12:08:03 GMT",20070508120803,Music,,
Text-Your-Own Adventures of Spider-Man,229,"It's free to do the texting (standard text rates from your cell phone carrier)! Here's what it's about:Spiderman must save the city from the Golden Girls and you get to decide his fate through text message! When the video stops, you get to decide how you'd like it to end:-to see Spiderman win, text ""wins"" to 66937-to see him lose, text ""loses"" to 66937-to see him become evil, text ""evil"" to 66937-to see a random ending, text ""random"" to 66937Enjoy texting your own adventure!",1612,latenightplayers,0_nOVtjTFiA,,,3.5,,,1178626083000,"Tue, 08 May 2007 12:08:03 GMT",20070508120803,Comedy,,
The Consumatron Minute - 04/04/07 - Mobile,59,http://www.consumatron.netThanks to YouTube for the feature!Thanks to all for the positive comments.Thanks to the negative commenters for wasting your time by commenting on my video.  It keeps you off the streets and that's a good thing.Today's theme song was sent in by Snooge(http://www.myspace.com/shimodaairforce)!Where's yours? (http://consumatron.com/forum/viewtopic.php?f=3&t;=4)Queue rage? (http://www.visaeurope.com/pressandmedia/newsreleases/press2 60_pressreleases.jsp),151968,consumatron,VLcW3oYDYKw,,,3.5,,,1178626083000,"Tue, 08 May 2007 12:08:03 GMT",20070508120803,People & Blogs,,
Curious Probe,277,A hard-hitting investigative news program that goes where others fear to probe. This episode of CURIOUS PROBE: we go deep inside GANGS.Please subscribe and for more vids check out:http://www.thegeniuses.tvThanks YouTube for the Feature!,341033,thegeniuses,Iu0UIChBcfk,,,4.5,,,1178626083000,"Tue, 08 May 2007 12:08:03 GMT",20070508120803,Comedy,,
Forgetfulness - Billy Collins Animated Poetry,111,"US Poet Laureate Billy Collins reads his poem ""Forgetfulness"" with animation by Julian Grey of Headgear. This animated video poetry is copyright JWTwo Entertainment.",98098,smjwt,wrEPJh14mcU,,,4.5,,,1178657744000,"Tue, 08 May 2007 20:55:44 GMT",20070508205544,Entertainment,,
"Off The Wall Episode 1: ""Lady Troubles""",370,Wallby bets Nick that he can get a girlfriend by the end of the day. Hilarity ensues!,177473,TheAlexmeister,cv1o_9S2iDk,,,4.5,,,1178657744000,"Tue, 08 May 2007 20:55:44 GMT",20070508205544,Film & Animation,,
Baby Bunny Grooming,31,My baby bunny Bailey grooms herself before making a grand exit (is it a bird? a plane? no! its Suuuper bunny). Sorry its so long! Haven't worked out how to do edity stuff yet. ***Bailey Pictures http://www.flickr.com/photos/84712541@N00/?saved=1 ***,555266,wirramirra,oXefposX_r4,,,4.5,,,1178657744000,"Tue, 08 May 2007 20:55:44 GMT",20070508205544,Pets & Animals,,
Mario: Game Over,322,"From POYKPAC:The post-Mushroom Kingdom adventures of everyone's favorite Brooklynite plumber.See POYKPAC in Brooklyn on Wednesday, May 9th.http://www.myspace.com/poykpac_comedy(If you like it, subscribe. You'll be the first to know when we post new videos)STARRING:Mario - David PowellPeach - Jenn LyonLuigi - Taige JensenCop - Ryan HunterVictims - Dusty Bricker, Michael Saab, Taige JensenScaredycat - Jonny GilletteMusic by Luke Roberts (luke444@gmail.com)",1643,P0YKPAC,JpBGRA6HHtY,,,4.5,,,1178657744000,"Tue, 08 May 2007 20:55:44 GMT",20070508205544,Comedy,,
"Hi, I'm a Marvel...and I'm a DC. (Mac PC Parody) #1",97,Spider-Man (Marvel) and Superman (DC) discuss the state of their respective film divisions in this take on the Mac/PC ads.Let me know what you think!,1424,ItsJustSomeRandomGuy,av6fWfmugds,,,4.5,,,1178657744000,"Tue, 08 May 2007 20:55:44 GMT",20070508205544,Comedy,,
Domino PCs: The Real Thing: 86 PCs in a row! The Original,29,"The best thing to come from the Dot Com crash... Domino PCs! 86 PCs lined up like dominos. Filmed on a saturday afternnon in Belmont, California, by an Irish bloke and a Spanish guy. The final attempt.... Everything goes well but the heavy machines near the end almost put a halt to the whole thing... thankfully there was enough weight behind the toppled machines to slowly topple the heavy ones!Most of these PCs were then Given to charity or recycled as part of an overall hardware deal.",1362,eharbison,5_tXcRYOYZ0,,,4.5,,,1178657744000,"Tue, 08 May 2007 20:55:44 GMT",20070508205544,Comedy,,
Unicorn Rap,66,How do you make a rap truly hardcore?  You guessed it:  Unicorns.Check out our channel for other raps and much more.,506187,RhettandLink,VflOBMTZiQw,,,3.5,,,1178657744000,"Tue, 08 May 2007 20:55:44 GMT",20070508205544,Comedy,,
glass illusion,83,how is it possible?original link: http://www.youtube.com/watch?v=xusq5L0DAQ4more illusion on http://gigistudio.over-blog.com/article-2015372-6.html,1980,gigistudio,85b1eI8UsDU,,,3.5,,,1178657744000,"Tue, 08 May 2007 20:55:44 GMT",20070508205544,Howto & DIY,,
Pour Quoi,211,Parkour? Silly free running parody about the new form of extreme sport - Pour Quoi. With Ian and Chris of the Suggestibles. Directed by Bev and shot by Carl. www.thesuggestibles.com www.myspace.com/suggestibles,531549,thesuggestibles,DlacXUJP4mw,,,3.5,,,1178657744000,"Tue, 08 May 2007 20:55:44 GMT",20070508205544,Comedy,,
A Cricket in the Court of Akbar - Trailer,120,"American student of Indian Classical music, Andrew Mendelson, competes in the largest music competition in Rajasthan, India. Sitar in hand, he attempts to navigate the complex rules of this ancient tradition only to find that his western culture clash might be insurmountable. Will he find acceptance before facing India's newest generation of master musicians?This is a documentary feature film.For more information go to:http://ragamalaproductions.comhttp://myspace.com/ragamala",282048,ragamalaproductions,L8QuZfT5yIE,,,4.5,,,1178657744000,"Tue, 08 May 2007 20:55:44 GMT",20070508205544,Music,,
Text-Your-Own Adventures of Spider-Man,229,"It's free to do the texting (standard text rates from your cell phone carrier)! Here's what it's about:Spiderman must save the city from the Golden Girls and you get to decide his fate through text message! When the video stops, you get to decide how you'd like it to end:-to see Spiderman win, text ""wins"" to 66937-to see him lose, text ""loses"" to 66937-to see him become evil, text ""evil"" to 66937-to see a random ending, text ""random"" to 66937Enjoy texting your own adventure!",1643,latenightplayers,0_nOVtjTFiA,,,3.5,,,1178657744000,"Tue, 08 May 2007 20:55:44 GMT",20070508205544,Comedy,,
The Consumatron Minute - 04/04/07 - Mobile,59,http://www.consumatron.netThanks to YouTube for the feature!Thanks to all for the positive comments.Thanks to the negative commenters for wasting your time by commenting on my video.  It keeps you off the streets and that's a good thing.Today's theme song was sent in by Snooge(http://www.myspace.com/shimodaairforce)!Where's yours? (http://consumatron.com/forum/viewtopic.php?f=3&t;=4)Queue rage? (http://www.visaeurope.com/pressandmedia/newsreleases/press2 60_pressreleases.jsp),154653,consumatron,VLcW3oYDYKw,,,3.5,,,1178657744000,"Tue, 08 May 2007 20:55:44 GMT",20070508205544,People & Blogs,,
colour changing card trick,189,From www.quirkology.com.  Created by Richard Wiseman,71368,Quirkology,voAntzB7EwE,,,4.5,,,1178695813000,"Wed, 09 May 2007 07:30:13 GMT",20070509073013,Film & Animation,,
Guy catches glasses with face,97,This dude catches sunglasses with his face. No hands! No Joke.,126830,neverhidefilms,-prfAENSh2k,,,4.5,,,1178695813000,"Wed, 09 May 2007 07:30:13 GMT",20070509073013,Comedy,,
Forgetfulness - Billy Collins Animated Poetry,111,"US Poet Laureate Billy Collins reads his poem ""Forgetfulness"" with animation by Julian Grey of Headgear. This animated video poetry is copyright JWTwo Entertainment.",98170,smjwt,wrEPJh14mcU,,,4.5,,,1178695813000,"Wed, 09 May 2007 07:30:13 GMT",20070509073013,Entertainment,,
"Off The Wall Episode 1: ""Lady Troubles""",370,Wallby bets Nick that he can get a girlfriend by the end of the day. Hilarity ensues!,248298,TheAlexmeister,cv1o_9S2iDk,,,4.5,,,1178695813000,"Wed, 09 May 2007 07:30:13 GMT",20070509073013,Film & Animation,,
Baby Bunny Grooming,31,"Baby bunny Bailey grooms herself before making a grand exit (is it a bird? a plane? no! its Suuuper bunny). Sorry its so long! Haven't worked out how to do edity stuff yet. ***Bailey Pictures http://www.flickr.com/photos/84712541@N00/?saved=1 ***Also, check out cupid's bonkers video response :) teehee! http://www.youtube.com/watch?v=WA5rszoj0ms&watch;_response***WARNING WARNING WARNING****FOR THOSE THAT NEED A LITTLE HELP - THIS IS A PET VIDEO, TITLED BABY BUNNY GROOMING, AS SUCH IT CONTAINS FOOTAGE OF A PET RABBIT GROOMING ITSELF, YES, THATS IT, SORRY. IF YOU HAVE A PROBLEM WITH PET VIDEOS AND CUTE THINGS MAKE YOU ANGRY PLEASE DON'T WATCH. IF YOU CHOOSE TO CONTINUE YOU DO SO AT YOUR OWN RISK SO DON'T COMPLAIN ON MY COMMENTS ABOUT HOW IT WASTED YOUR TIME**Yes, I know rabbits can be eaten. Thankyou. Point has been made. No, she doesn't have fleas. Yes, her eyes are red and yes, she is blind. *Yes, i know it is just a rabbit grooming itself and there is no story or directing... that is because it is a PET video,submitted in the Pets & Animals section in which many people share videos of their pets (go figure). Yes, i know its not a masterpiece and i am sorry its not edited and fancy but I didn't know how, i put this up simply because i wanted to share her with the other people on youtube that like watching cute pets.  *I am sorry if you don't like it and you are pissed it got featured but that isn't my fault so please stop saying ""why did this get featured?' over and over again. It did, there isn't anything i can do about it, move on. Perhaps ask yourself why a baby bunny makes you so angry. Thanks to all the people with nice comments, I am glad so many people think she is cute! =)Bailey is an albino mini-lop, i think she was around nine weeks old in this video but she is all grown up now =)Thanks for watching, there are many other people with really cute pet videos on youtube, so don't forget to look around if you liked Bailey (if you didn't, then don't, easy).",684729,wirramirra,oXefposX_r4,,,4.5,,,1178695813000,"Wed, 09 May 2007 07:30:13 GMT",20070509073013,Pets & Animals,,
Mario: Game Over,322,"From POYKPAC:The post-Mushroom Kingdom adventures of everyone's favorite Brooklynite plumber.See POYKPAC in Brooklyn on Wednesday, May 9th.http://www.myspace.com/poykpac_comedy(If you like it, subscribe. You'll be the first to know when we post new videos)STARRING:Mario - David PowellPeach - Jenn LyonLuigi - Taige JensenCop - Ryan HunterVictims - Dusty Bricker, Michael Saab, Taige JensenScaredycat - Jonny GilletteMusic by Luke Roberts (luke444@gmail.com)",1803,P0YKPAC,JpBGRA6HHtY,,,4.5,,,1178695813000,"Wed, 09 May 2007 07:30:13 GMT",20070509073013,Comedy,,
"Hi, I'm a Marvel...and I'm a DC. (Mac PC Parody) #1",97,Spider-Man (Marvel) and Superman (DC) discuss the state of their respective film divisions in this take on the Mac/PC ads.Let me know what you think!,1505,ItsJustSomeRandomGuy,av6fWfmugds,,,4.5,,,1178695813000,"Wed, 09 May 2007 07:30:13 GMT",20070509073013,Comedy,,
Domino PCs: The Real Thing: 86 PCs in a row! The Original,29,"The best thing to come from the Dot Com crash... Domino PCs! 86 PCs lined up like dominos. Filmed on a saturday afternnon in Belmont, California, by an Irish bloke and a Spanish guy. The final attempt.... Everything goes well but the heavy machines near the end almost put a halt to the whole thing... thankfully there was enough weight behind the toppled machines to slowly topple the heavy ones!Most of these PCs were then Given to charity or recycled as part of an overall hardware deal.",1430,eharbison,5_tXcRYOYZ0,,,4.5,,,1178695813000,"Wed, 09 May 2007 07:30:13 GMT",20070509073013,Comedy,,
Unicorn Rap,66,How do you make a rap truly hardcore?  You guessed it:  Unicorns.Check out our channel for other raps and much more.,526609,RhettandLink,VflOBMTZiQw,,,3.5,,,1178695813000,"Wed, 09 May 2007 07:30:13 GMT",20070509073013,Comedy,,
glass illusion,83,how is it possible?original link: http://www.youtube.com/watch?v=xusq5L0DAQ4more illusion on http://gigistudio.over-blog.com/article-2015372-6.html,2098,gigistudio,85b1eI8UsDU,,,3.5,,,1178695813000,"Wed, 09 May 2007 07:30:13 GMT",20070509073013,Howto & DIY,,
Pour Quoi,211,Parkour? Silly free running parody about the new form of extreme sport - Pour Quoi. With Ian and Chris of the Suggestibles. Directed by Bev and shot by Carl. www.thesuggestibles.com www.myspace.com/suggestibles,551388,thesuggestibles,DlacXUJP4mw,,,3.5,,,1178695813000,"Wed, 09 May 2007 07:30:13 GMT",20070509073013,Comedy,,
A Cricket in the Court of Akbar - Trailer,120,"American student of Indian Classical music, Andrew Mendelson, competes in the largest music competition in Rajasthan, India. Sitar in hand, he attempts to navigate the complex rules of this ancient tradition only to find that his western culture clash might be insurmountable. Will he find acceptance before facing India's newest generation of master musicians?This is a documentary feature film.For more information go to:http://ragamalaproductions.comhttp://myspace.com/ragamala",290132,ragamalaproductions,L8QuZfT5yIE,,,4.5,,,1178695813000,"Wed, 09 May 2007 07:30:13 GMT",20070509073013,Music,,
colour changing card trick,189,From www.quirkology.com.  Created by Richard Wiseman,154238,Quirkology,voAntzB7EwE,,,4.5,,,1178712537000,"Wed, 09 May 2007 12:08:57 GMT",20070509120857,Film & Animation,,
Guy catches glasses with face,97,This dude catches sunglasses with his face. No hands! No Joke.,338207,neverhidefilms,-prfAENSh2k,,,4.5,,,1178712537000,"Wed, 09 May 2007 12:08:57 GMT",20070509120857,Comedy,,
Forgetfulness - Billy Collins Animated Poetry,111,"US Poet Laureate Billy Collins reads his poem ""Forgetfulness"" with animation by Julian Grey of Headgear. This animated video poetry is copyright JWTwo Entertainment.",146650,smjwt,wrEPJh14mcU,,,4.5,,,1178712537000,"Wed, 09 May 2007 12:08:57 GMT",20070509120857,Entertainment,,
"Off The Wall Episode 1: ""Lady Troubles""",370,Wallby bets Nick that he can get a girlfriend by the end of the day. Hilarity ensues!,285517,TheAlexmeister,cv1o_9S2iDk,,,4.5,,,1178712537000,"Wed, 09 May 2007 12:08:57 GMT",20070509120857,Film & Animation,,
Baby Bunny Grooming,31,"Baby bunny Bailey grooms herself before making a grand exit (is it a bird? a plane? no! its Suuuper bunny). Sorry its so long! Haven't worked out how to do edity stuff yet. ***Bailey Pictures http://www.flickr.com/photos/84712541@N00/?saved=1 ***Also, check out cupid's bonkers video response :) teehee! http://www.youtube.com/watch?v=WA5rszoj0ms&watch;_response***WARNING WARNING WARNING****FOR THOSE THAT NEED A LITTLE HELP - THIS IS A PET VIDEO, TITLED BABY BUNNY GROOMING, AS SUCH IT CONTAINS FOOTAGE OF A PET RABBIT GROOMING ITSELF, YES, THATS IT, SORRY. IF YOU HAVE A PROBLEM WITH PET VIDEOS AND CUTE THINGS MAKE YOU ANGRY PLEASE DON'T WATCH. IF YOU CHOOSE TO CONTINUE YOU DO SO AT YOUR OWN RISK SO DON'T COMPLAIN ON MY COMMENTS ABOUT HOW IT WASTED YOUR TIME**Yes, I know rabbits can be eaten. Thankyou. Point has been made. No, she doesn't have fleas. Yes, her eyes are red and yes, she is blind. *Yes, i know it is just a rabbit grooming itself and there is no story or directing... that is because it is a PET video,submitted in the Pets & Animals section in which many people share videos of their pets (go figure). Yes, i know its not a masterpiece and i am sorry its not edited and fancy but I didn't know how, i put this up simply because i wanted to share her with the other people on youtube that like watching cute pets.  *I am sorry if you don't like it and you are pissed it got featured but that isn't my fault so please stop saying ""why did this get featured?' over and over again. It did, there isn't anything i can do about it, move on. Perhaps ask yourself why a baby bunny makes you so angry. Thanks to all the people with nice comments, I am glad so many people think she is cute! =)Bailey is an albino mini-lop, i think she was around nine weeks old in this video but she is all grown up now =)Thanks for watching, there are many other people with really cute pet videos on youtube, so don't forget to look around if you liked Bailey (if you didn't, then don't, easy).",684729,wirramirra,oXefposX_r4,,,4.5,,,1178712537000,"Wed, 09 May 2007 12:08:57 GMT",20070509120857,Pets & Animals,,
Mario: Game Over,322,"From POYKPAC:The post-Mushroom Kingdom adventures of everyone's favorite Brooklynite plumber.See POYKPAC in Brooklyn on Wednesday, May 9th.http://www.myspace.com/poykpac_comedy(If you like it, subscribe. You'll be the first to know when we post new videos)STARRING:Mario - David PowellPeach - Jenn LyonLuigi - Taige JensenCop - Ryan HunterVictims - Dusty Bricker, Michael Saab, Taige JensenScaredycat - Jonny GilletteMusic by Luke Roberts (luke444@gmail.com)",1901,P0YKPAC,JpBGRA6HHtY,,,4.5,,,1178712537000,"Wed, 09 May 2007 12:08:57 GMT",20070509120857,Comedy,,
"Hi, I'm a Marvel...and I'm a DC. (Mac PC Parody) #1",97,Spider-Man (Marvel) and Superman (DC) discuss the state of their respective film divisions in this take on the Mac/PC ads.Let me know what you think!,1557,ItsJustSomeRandomGuy,av6fWfmugds,,,4.5,,,1178712537000,"Wed, 09 May 2007 12:08:57 GMT",20070509120857,Comedy,,
Domino PCs: The Real Thing: 86 PCs in a row! The Original,29,"The best thing to come from the Dot Com crash... Domino PCs! 86 PCs lined up like dominos. Filmed on a saturday afternnon in Belmont, California, by an Irish bloke and a Spanish guy. The final attempt.... Everything goes well but the heavy machines near the end almost put a halt to the whole thing... thankfully there was enough weight behind the toppled machines to slowly topple the heavy ones!Most of these PCs were then Given to charity or recycled as part of an overall hardware deal.",1469,eharbison,5_tXcRYOYZ0,,,4.5,,,1178712537000,"Wed, 09 May 2007 12:08:57 GMT",20070509120857,Comedy,,
Unicorn Rap,66,How do you make a rap truly hardcore?  You guessed it:  Unicorns.Check out our channel for other raps and much more.,540879,RhettandLink,VflOBMTZiQw,,,3.5,,,1178712537000,"Wed, 09 May 2007 12:08:57 GMT",20070509120857,Comedy,,
glass illusion,83,how is it possible?original link: http://www.youtube.com/watch?v=xusq5L0DAQ4more illusion on http://gigistudio.over-blog.com/article-2015372-6.html,2156,gigistudio,85b1eI8UsDU,,,3.5,,,1178712537000,"Wed, 09 May 2007 12:08:57 GMT",20070509120857,Howto & DIY,,
Pour Quoi,211,Parkour? Silly free running parody about the new form of extreme sport - Pour Quoi. With Ian and Chris of the Suggestibles. Directed by Bev and shot by Carl. www.thesuggestibles.com www.myspace.com/suggestibles,563067,thesuggestibles,DlacXUJP4mw,,,3.5,,,1178712537000,"Wed, 09 May 2007 12:08:57 GMT",20070509120857,Comedy,,
A Cricket in the Court of Akbar - Trailer,120,"American student of Indian Classical music, Andrew Mendelson, competes in the largest music competition in Rajasthan, India. Sitar in hand, he attempts to navigate the complex rules of this ancient tradition only to find that his western culture clash might be insurmountable. Will he find acceptance before facing India's newest generation of master musicians?This is a documentary feature film.For more information go to:http://ragamalaproductions.comhttp://myspace.com/ragamala",297534,ragamalaproductions,L8QuZfT5yIE,,,4.5,,,1178712537000,"Wed, 09 May 2007 12:08:57 GMT",20070509120857,Music,,
net_work EP012: Lost Connection - from Black20.com,292,"The internet is out! The office goes crazy! When you work as a broadband producer, you have to be ready for this. Torpey and O'Gorman were not. Watch new episodes of ""net_work"" and deleted scenes every Monday on Black20.com - before they're released anywhere else.",2533,wwwBLACK20com,hIxvpjREwyI,,,4.5,,,1178741123000,"Wed, 09 May 2007 20:05:23 GMT",20070509200523,Comedy,,
colour changing card trick,189,From www.quirkology.com.  Created by Richard Wiseman,244397,Quirkology,voAntzB7EwE,,,4.5,,,1178741123000,"Wed, 09 May 2007 20:05:23 GMT",20070509200523,Film & Animation,,
Guy catches glasses with face,97,This dude catches sunglasses with his face. No hands! No Joke.,477391,neverhidefilms,-prfAENSh2k,,,4.5,,,1178741123000,"Wed, 09 May 2007 20:05:23 GMT",20070509200523,Comedy,,
Forgetfulness - Billy Collins Animated Poetry,111,"View poetry in an entirely new and innovative way. Billy Collins, former US Poet Laureate and one of America's best-selling poets, reads his poem ""Forgetfulness"" with animation by Julian Grey of Headgear.Noted for their intelligent humor, accessibility and observations on daily life, Collins' popular poems come alive further in a series of animated poems produced by JWT-NY.- - - - - -The Poem - The name of the author is the first to go followed obediently by the title, the plot, the heartbreaking conclusion, the entire novel which suddenly becomes one you have never read, never even heard of, as if, one by one, the memories you used to harbor decided to retire to the southern hemisphere of the brain, to a little fishing village where there are no phones. Long ago you kissed the names of the nine Muses goodbye and watched the quadratic equation pack its bag, and even now as you memorize the order of the planets, something else is slipping away, a state flower perhaps, the address of an uncle, the capital of Paraguay. Whatever it is you are struggling to remember, it is not poised on the tip of your tongue, not even lurking in some obscure corner of your spleen. It has floated away down a dark mythological river whose name begins with an L as far as you can recall, well on your own way to oblivion where you will join those who have even forgotten how to swim and how to ride a bicycle. No wonder you rise in the middle of the night to look up the date of a famous battle in a book on war. No wonder the moon in the window seems to have drifted out of a love poem that you used to know by heart.",160930,smjwt,wrEPJh14mcU,,,4.5,,,1178741123000,"Wed, 09 May 2007 20:05:23 GMT",20070509200523,Film & Animation,,
"Off The Wall Episode 1: ""Lady Troubles""",370,Wallby bets Nick that he can get a girlfriend by the end of the day. Hilarity ensues!,315266,TheAlexmeister,cv1o_9S2iDk,,,4.5,,,1178741123000,"Wed, 09 May 2007 20:05:23 GMT",20070509200523,Film & Animation,,
